anio,mes,indice_tiempo,empresa,produccion_petroleo_promedio_dia_m3
2009,6,2009-06,PETROLEOS SUDAMERICANOS S.A.,253.790333333333
2009,6,2009-06,PETROLERA DEL COMAHUE S.A.,8.35166666666667
2009,6,2009-06,PETROLERA EL TREBOL S.A.,299.2635
2009,6,2009-06,PETROLERA ENTRE LOMAS S.A.,2182.9923
2009,6,2009-06,PETROLERA LF COMPANY S.R.L.,901.529
2009,6,2009-06,PETROLERA PATAGONIA S.R.L.,21.9866666666667
2009,6,2009-06,PETROLERA PIEDRA DEL AGUILA S.A.,0
2009,6,2009-06,PETROLERA SAN JOSE S.R.L.,90.8756666666667
2009,6,2009-06,PETROMINERA CHUBUT S.E.,0
2009,6,2009-06,PETROQUIMICA COMODORO RIVADAVIA S.A.,1243.11333333333
2009,6,2009-06,PETRO TERRA CORPORATION,0.166666666666667
2009,6,2009-06,PLUSPETROL ENERGY S.A.,388.857666666667
2009,6,2009-06,PLUSPETROL S.A.,1923.96433986667
2009,6,2009-06,ROCH S.A.,335.398666666667
2009,6,2009-06,SAN JORGE PETROLEUM S.A.,2.4
2009,6,2009-06,TECPETROL S.A.,4311.61963333333
2009,6,2009-06,TOTAL AUSTRAL S.A.,2328.94916666667
2009,6,2009-06,YPF S.A.,32049.3979333333
2009,7,2009-07,ALIANZA PETROLERA ARGENTINA S.A.,0
2009,7,2009-07,APACHE ENERGIA ARGENTINA S.R.L.,954.933225806452
2009,7,2009-07,APACHE PETROLERA ARGENTINA S.A.,110.938709677419
2009,7,2009-07,APCO ARGENTINA INC.,0
2009,7,2009-07,ARGENTA ENERGIA S.A.,0
2009,7,2009-07,CAPEX S.A.,148.925806451613
2009,7,2009-07,CENTRAL INTERNATIONAL CORPORATION (SUCURSAL ARGENTINA),172.709032258064
2009,7,2009-07,CHAÑARES ENERGIA S.A.,493.069870967742
2009,7,2009-07,CHEVRON ARGENTINA S.R.L.,7296.62258064516
2009,7,2009-07,CLEAR S.R.L.,14.6302258064516
2009,7,2009-07,COLHUE HUAPI S.A.,73.741935483871
2009,7,2009-07,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,16.4322580645161
2009,7,2009-07,COMPAÑÍAS ASOCIADAS PETROLERAS S.A.,1693.4835483871
2009,7,2009-07,"CRI HOLDING, INC.",35.1941935483871
2009,7,2009-07,DAPETROL S.A.,73.3061290322581
2009,7,2009-07,EHRENCAP S.A.,0
2009,7,2009-07,ENAP SIPETROL ARGENTINA S.A.,1751.41516129032
2009,7,2009-07,ENARSA ENERGIA ARGENTINA S.A.,0
2009,7,2009-07,ENERGIAL S.A.,0
2009,7,2009-07,EPSUR S.A.,25.2796774193548
2009,7,2009-07,EZ HOLDINGS S.A.,0
2009,7,2009-07,GEOPARK ARGENTINA LTD. (SUCURSAL ARGENTINA),9.16741935483871
2009,7,2009-07,GRECOIL y CIA. S.R.L.,16.4483870967742
2009,7,2009-07,HIGH LUCK GROUP LTD. - SUCURSAL ARGENTINA,0
2009,7,2009-07,INGENIERIA ALPA S.A.,26.1706451612903
2009,7,2009-07,INGENIERIA SIMA S.A.,1.98677419354839
2009,7,2009-07,INTERENERGY ARGENTINA S.A.,5.19354838709677
2009,7,2009-07,MADALENA ENERGY ARGENTINA SRL ,141.574193548387
2009,7,2009-07,MADALENA PETROLEUM (AMERICAS) LTD. (SUCURSAL ARGENTINA),609.077419354839
2009,7,2009-07,MEDANITO S.A.,127.022580645161
2009,7,2009-07,MISAHAR ARGENTINA S.A.,0
2009,7,2009-07,NECON S.A.,1.28612903225806
2009,7,2009-07,"OCCIDENTAL ARGENTINA EXPLORATION AND PRODUCTION, INC.",6603.14064516129
2009,7,2009-07,OIL M&S S.A.,1.45709677419355
2009,7,2009-07,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,18200.2635483871
2009,7,2009-07,PETRO ANDINA RESOURCES LTD.,4289.44290322581
2009,7,2009-07,PETROBRAS ARGENTINA S.A.,6249.01538709677
2009,7,2009-07,PETROLEOS SUDAMERICANOS S.A.,231.196774193548
2009,7,2009-07,PETROLERA DEL COMAHUE S.A.,7.15677419354839
2009,7,2009-07,PETROLERA EL TREBOL S.A.,283.442709677419
2009,7,2009-07,PETROLERA ENTRE LOMAS S.A.,2142.25161290323
2009,7,2009-07,PETROLERA LF COMPANY S.R.L.,845.615161290323
2009,7,2009-07,PETROLERA PATAGONIA S.R.L.,24.3138709677419
2009,7,2009-07,PETROLERA PIEDRA DEL AGUILA S.A.,0
2009,7,2009-07,PETROLERA SAN JOSE S.R.L.,90.2038709677419
2009,7,2009-07,PETROMINERA CHUBUT S.E.,0
2009,7,2009-07,PETROQUIMICA COMODORO RIVADAVIA S.A.,1282.44096774194
2009,7,2009-07,PETRO TERRA CORPORATION,0.258064516129032
2009,7,2009-07,PLUSPETROL ENERGY S.A.,378.456129032258
2009,7,2009-07,PLUSPETROL S.A.,1712.7458106129
2009,7,2009-07,ROCH S.A.,338.148387096774
2009,7,2009-07,SAN JORGE PETROLEUM S.A.,2.12903225806452
2009,7,2009-07,TECPETROL S.A.,4284.2194516129
2009,7,2009-07,TOTAL AUSTRAL S.A.,2346.91496774194
2009,7,2009-07,YPF S.A.,32660.8530645161
2009,8,2009-08,ALIANZA PETROLERA ARGENTINA S.A.,0
2009,8,2009-08,APACHE ENERGIA ARGENTINA S.R.L.,1021.4435483871
2009,8,2009-08,APACHE PETROLERA ARGENTINA S.A.,114.603225806452
