anio,mes,indice_tiempo,empresa,produccion_gas_promedio_dia_mm3
2009,6,2009-06,SAN JORGE PETROLEUM S.A.,7.82216666666667
2009,6,2009-06,TECPETROL S.A.,4972.48666666667
2009,6,2009-06,TOTAL AUSTRAL S.A.,36381.6182666667
2009,6,2009-06,YPF S.A.,36215.4957313333
2009,7,2009-07,ALIANZA PETROLERA ARGENTINA S.A.,0
2009,7,2009-07,APACHE ENERGIA ARGENTINA S.R.L.,3553.93225806452
2009,7,2009-07,APACHE PETROLERA ARGENTINA S.A.,18.6838709677419
2009,7,2009-07,APCO ARGENTINA INC.,0
2009,7,2009-07,ARGENTA ENERGIA S.A.,0
2009,7,2009-07,CAPEX S.A.,1913.43419354839
2009,7,2009-07,CENTRAL INTERNATIONAL CORPORATION (SUCURSAL ARGENTINA),20.6451612903226
2009,7,2009-07,CHAÑARES ENERGIA S.A.,17.0883225806452
2009,7,2009-07,CHEVRON ARGENTINA S.R.L.,1965.9935483871
2009,7,2009-07,CLEAR S.R.L.,18.5996451612903
2009,7,2009-07,COLHUE HUAPI S.A.,16.7516129032258
2009,7,2009-07,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,39.4312903225806
2009,7,2009-07,COMPAÑÍAS ASOCIADAS PETROLERAS S.A.,92.3935483870968
2009,7,2009-07,"CRI HOLDING, INC.",1.16825806451613
2009,7,2009-07,DAPETROL S.A.,0
2009,7,2009-07,EHRENCAP S.A.,0
2009,7,2009-07,ENAP SIPETROL ARGENTINA S.A.,2164.24903225806
2009,7,2009-07,ENARSA ENERGIA ARGENTINA S.A.,0
2009,7,2009-07,ENERGIAL S.A.,0
2009,7,2009-07,EPSUR S.A.,8.92567741935484
2009,7,2009-07,EZ HOLDINGS S.A.,0
2009,7,2009-07,GEOPARK ARGENTINA LTD. (SUCURSAL ARGENTINA),4.38354838709677
2009,7,2009-07,GRECOIL y CIA. S.R.L.,0.431935483870968
2009,7,2009-07,HIGH LUCK GROUP LTD. - SUCURSAL ARGENTINA,0
2009,7,2009-07,INGENIERIA ALPA S.A.,3.02087096774194
2009,7,2009-07,INTERENERGY ARGENTINA S.A.,0.0387096774193548
2009,7,2009-07,MADALENA ENERGY ARGENTINA SRL ,8.06774193548387
2009,7,2009-07,MADALENA PETROLEUM (AMERICAS) LTD. (SUCURSAL ARGENTINA),166.006774193548
2009,7,2009-07,MEDANITO S.A.,328.258064516129
2009,7,2009-07,MISAHAR ARGENTINA S.A.,0
