anio,mes,indice_tiempo,cuenca,produccion_gas_promedio_dia_mm3
2014,7,2014-07,DEL COLORADO,0
2014,7,2014-07,FUERA DE CUENCA,0
2014,7,2014-07,GENERAL LEVALLE,0
2014,7,2014-07,GOLFO SAN JORGE,14614.6169053475
2014,7,2014-07,LAS SALINAS,0
2014,7,2014-07,LOS BOLSONES,0
2014,7,2014-07,MALVINAS,0
2014,7,2014-07,NEUQUINA,64277.3681664519
2014,7,2014-07,ÑIRIHUAU,0
2014,7,2014-07,NORESTE,0
2014,7,2014-07,NOROESTE,7795.29361290323
2014,8,2014-08,AUSTRAL,27727.687516129
2014,8,2014-08,CAÑADON ASFALTO,0
2014,8,2014-08,CUYANA,151.547722258065
2014,8,2014-08,DEL COLORADO,0
2014,8,2014-08,FUERA DE CUENCA,0
2014,8,2014-08,GENERAL LEVALLE,0
2014,8,2014-08,GOLFO SAN JORGE,14393.0078965462
2014,8,2014-08,LAS SALINAS,0
2014,8,2014-08,LOS BOLSONES,0
2014,8,2014-08,MALVINAS,0
2014,8,2014-08,NEUQUINA,64792.604056129
2014,8,2014-08,ÑIRIHUAU,0
2014,8,2014-08,NORESTE,0
2014,8,2014-08,NOROESTE,7737.62922580645
2014,9,2014-09,AUSTRAL,27773.0029
2014,9,2014-09,CAÑADON ASFALTO,0
2014,9,2014-09,CUYANA,153.075825666667
2014,9,2014-09,DEL COLORADO,0
2014,9,2014-09,FUERA DE CUENCA,0
2014,9,2014-09,GENERAL LEVALLE,0
2014,9,2014-09,GOLFO SAN JORGE,14649.5312095306
2014,9,2014-09,LAS SALINAS,0
2014,9,2014-09,LOS BOLSONES,0
2014,9,2014-09,MALVINAS,0
2014,9,2014-09,NEUQUINA,64864.7275666667
2014,9,2014-09,ÑIRIHUAU,0
2014,9,2014-09,NORESTE,0
2014,9,2014-09,NOROESTE,7747.37706666667
2014,10,2014-10,AUSTRAL,25306.7406129032
2014,10,2014-10,CAÑADON ASFALTO,0
2014,10,2014-10,CUYANA,152.11439516129
2014,10,2014-10,DEL COLORADO,0
2014,10,2014-10,FUERA DE CUENCA,0
2014,10,2014-10,GENERAL LEVALLE,0
2014,10,2014-10,GOLFO SAN JORGE,14702.7003114293
2014,10,2014-10,LAS SALINAS,0
2014,10,2014-10,LOS BOLSONES,0
2014,10,2014-10,MALVINAS,0
2014,10,2014-10,NEUQUINA,64522.0230548387
2014,10,2014-10,ÑIRIHUAU,0
2014,10,2014-10,NORESTE,0
2014,10,2014-10,NOROESTE,7649.28061290323
2014,11,2014-11,AUSTRAL,26825.4993
2014,11,2014-11,CAÑADON ASFALTO,0
2014,11,2014-11,CUYANA,154.786099666667
2014,11,2014-11,DEL COLORADO,0
2014,11,2014-11,FUERA DE CUENCA,0
2014,11,2014-11,GENERAL LEVALLE,0
2014,11,2014-11,GOLFO SAN JORGE,14483.4606490392
2014,11,2014-11,LAS SALINAS,0
2014,11,2014-11,LOS BOLSONES,0
2014,11,2014-11,MALVINAS,0
2014,11,2014-11,NEUQUINA,64933.3556833337
2014,11,2014-11,ÑIRIHUAU,0
2014,11,2014-11,NORESTE,0
2014,11,2014-11,NOROESTE,7584.09063333333
2014,12,2014-12,AUSTRAL,26556.5734516129
2014,12,2014-12,CAÑADON ASFALTO,0
2014,12,2014-12,CUYANA,151.233679677419
2014,12,2014-12,DEL COLORADO,0
2014,12,2014-12,FUERA DE CUENCA,0
2014,12,2014-12,GENERAL LEVALLE,0
2014,12,2014-12,GOLFO SAN JORGE,14772.1029104132
2014,12,2014-12,LAS SALINAS,0
2014,12,2014-12,LOS BOLSONES,0
2014,12,2014-12,MALVINAS,0
2014,12,2014-12,NEUQUINA,65284.4623451613
2014,12,2014-12,ÑIRIHUAU,0
2014,12,2014-12,NORESTE,0
2014,12,2014-12,NOROESTE,7722.01270967742
2015,1,2015-01,AUSTRAL,27211.6378064516
2015,1,2015-01,CAÑADON ASFALTO,0
2015,1,2015-01,CUYANA,151.013641935484
2015,1,2015-01,DEL COLORADO,0
2015,1,2015-01,GOLFO SAN JORGE,15153.1608928527
2015,1,2015-01,LOS BOLSONES,0
2015,1,2015-01,MALVINAS,0
2015,1,2015-01,NEUQUINA,65554.8974387097
2015,1,2015-01,ÑIRIHUAU,0
2015,1,2015-01,NORESTE,0
2015,1,2015-01,NOROESTE,7910.16377419355
2015,2,2015-02,AUSTRAL,26095.1707142857
2015,2,2015-02,CAÑADON ASFALTO,0
2015,2,2015-02,CUYANA,149.030863214286
2015,2,2015-02,DEL COLORADO,0
2015,2,2015-02,GOLFO SAN JORGE,15327.5660450817
2015,2,2015-02,LOS BOLSONES,0
2015,2,2015-02,MALVINAS,0
2015,2,2015-02,NEUQUINA,65934.0896892857
2015,2,2015-02,ÑIRIHUAU,0
2015,2,2015-02,NORESTE,0
2015,2,2015-02,NOROESTE,7828.91914285714
2015,3,2015-03,AUSTRAL,26405.843
2015,3,2015-03,CAÑADON ASFALTO,0
2015,3,2015-03,CUYANA,149.54188808871
2015,3,2015-03,DEL COLORADO,0
2015,3,2015-03,GOLFO SAN JORGE,15351.4891272409
2015,3,2015-03,LOS BOLSONES,0
2015,3,2015-03,MALVINAS,0
2015,3,2015-03,NEUQUINA,66887.85933871
2015,3,2015-03,ÑIRIHUAU,0
2015,3,2015-03,NORESTE,0
2015,3,2015-03,NOROESTE,7728.20496774194
2015,4,2015-04,AUSTRAL,26731.7194666667
2015,4,2015-04,CAÑADON ASFALTO,0
2015,4,2015-04,CUYANA,145.637955666667
2015,4,2015-04,DEL COLORADO,0
2015,4,2015-04,GOLFO SAN JORGE,15533.9873252659
2015,4,2015-04,LOS BOLSONES,0
2015,4,2015-04,MALVINAS,0
2015,4,2015-04,NEUQUINA,66912.2016166667
2015,4,2015-04,ÑIRIHUAU,0
2015,4,2015-04,NORESTE,0
2015,4,2015-04,NOROESTE,7864.64896666667
2015,5,2015-05,AUSTRAL,27552.6382258065
2015,5,2015-05,CAÑADON ASFALTO,0
2015,5,2015-05,CUYANA,142.122668870968
2015,5,2015-05,DEL COLORADO,0
2015,5,2015-05,GOLFO SAN JORGE,15201.8477867331
2015,5,2015-05,LOS BOLSONES,0
2015,5,2015-05,MALVINAS,0
2015,5,2015-05,NEUQUINA,67561.8374188713
2015,5,2015-05,ÑIRIHUAU,0
2015,5,2015-05,NORESTE,0
2015,5,2015-05,NOROESTE,7925.47512903226
2015,6,2015-06,AUSTRAL,27094.9321666667
2015,6,2015-06,CAÑADON ASFALTO,0
2015,6,2015-06,CUYANA,141.552304666667
2015,6,2015-06,DEL COLORADO,0
2015,6,2015-06,GOLFO SAN JORGE,15331.4828409512
2015,6,2015-06,LOS BOLSONES,0
2015,6,2015-06,MALVINAS,0
2015,6,2015-06,NEUQUINA,67584.0520666667
2015,6,2015-06,ÑIRIHUAU,0
2015,6,2015-06,NORESTE,0
2015,6,2015-06,NOROESTE,7851.30426666667
2015,7,2015-07,AUSTRAL,25969.3258709677
2015,7,2015-07,CAÑADON ASFALTO,0
2015,7,2015-07,CUYANA,146.13608483871
2015,7,2015-07,DEL COLORADO,0
2015,7,2015-07,GOLFO SAN JORGE,15375.0758801325
2015,7,2015-07,LOS BOLSONES,0
2015,7,2015-07,MALVINAS,0
2015,7,2015-07,NEUQUINA,68089.4685161284
2015,7,2015-07,ÑIRIHUAU,0
2015,7,2015-07,NORESTE,0
2015,7,2015-07,NOROESTE,7745.30258064516
2015,8,2015-08,AUSTRAL,27181.652
2015,8,2015-08,CAÑADON ASFALTO,0
2015,8,2015-08,CUYANA,146.209569677419
2015,8,2015-08,DEL COLORADO,0
2015,8,2015-08,GOLFO SAN JORGE,15889.3413358868
2015,8,2015-08,LOS BOLSONES,0
2015,8,2015-08,MALVINAS,0
2015,8,2015-08,NEUQUINA,68716.3571290319
2015,8,2015-08,ÑIRIHUAU,0
2015,8,2015-08,NORESTE,0
2015,8,2015-08,NOROESTE,7928.78225806452
2015,9,2015-09,AUSTRAL,25881.4290669574
2015,9,2015-09,CAÑADON ASFALTO,0
2015,9,2015-09,CUYANA,151.930553
2015,9,2015-09,DEL COLORADO,0
2015,9,2015-09,GOLFO SAN JORGE,16148.0261128929
2015,9,2015-09,LOS BOLSONES,0
2015,9,2015-09,MALVINAS,0
2015,9,2015-09,NEUQUINA,68002.4938481353
2015,9,2015-09,ÑIRIHUAU,0
2015,9,2015-09,NORESTE,0
2015,9,2015-09,NOROESTE,7793.2979
2015,10,2015-10,AUSTRAL,27712.4090424124
2015,10,2015-10,CAÑADON ASFALTO,0
2015,10,2015-10,CUYANA,153.923431290323
2015,10,2015-10,DEL COLORADO,0
2015,10,2015-10,GOLFO SAN JORGE,16277.5548289274
2015,10,2015-10,LOS BOLSONES,0
2015,10,2015-10,MALVINAS,0
2015,10,2015-10,NEUQUINA,67631.7421095291
2015,10,2015-10,ÑIRIHUAU,0
2015,10,2015-10,NORESTE,0
2015,10,2015-10,NOROESTE,7791.74061290323
2015,11,2015-11,AUSTRAL,26951.6697629333
2015,11,2015-11,CAÑADON ASFALTO,0
2015,11,2015-11,CUYANA,153.303392666667
2015,11,2015-11,DEL COLORADO,0
2015,11,2015-11,GOLFO SAN JORGE,16212.6523317735
2015,11,2015-11,LOS BOLSONES,0
2015,11,2015-11,MALVINAS,0
2015,11,2015-11,NEUQUINA,67566.0578746032
2015,11,2015-11,ÑIRIHUAU,0
2015,11,2015-11,NORESTE,0
2015,11,2015-11,NOROESTE,7679.89213333333
2015,12,2015-12,AUSTRAL,22580.8268568038
2015,12,2015-12,CAÑADON ASFALTO,0
2015,12,2015-12,CUYANA,146.350289032258
2015,12,2015-12,DEL COLORADO,0
2015,12,2015-12,GOLFO SAN JORGE,16083.4297385279
2015,12,2015-12,LOS BOLSONES,0
2015,12,2015-12,MALVINAS,0
2015,12,2015-12,NEUQUINA,69178.6317438169
2015,12,2015-12,ÑIRIHUAU,0
2015,12,2015-12,NORESTE,0
2015,12,2015-12,NOROESTE,7728.99764516129
2016,1,2016-01,AUSTRAL,26820.1865249133
2016,1,2016-01,CAÑADON ASFALTO,0
2016,1,2016-01,CUYANA,145.486528625806
2016,1,2016-01,DEL COLORADO,0
2016,1,2016-01,GOLFO SAN JORGE,16004.536411283
2016,1,2016-01,LOS BOLSONES,0
2016,1,2016-01,MALVINAS,0
2016,1,2016-01,NEUQUINA,69096.4316543679
2016,1,2016-01,ÑIRIHUAU,0
2016,1,2016-01,NORESTE,0
2016,1,2016-01,NOROESTE,7656.31206451613
2016,2,2016-02,AUSTRAL,26932.6918143299
2016,2,2016-02,CAÑADON ASFALTO,0
2016,2,2016-02,CUYANA,142.534086551724
2016,2,2016-02,DEL COLORADO,0
2016,2,2016-02,GOLFO SAN JORGE,15720.6192527986
2016,2,2016-02,LOS BOLSONES,0
2016,2,2016-02,MALVINAS,0
2016,2,2016-02,NEUQUINA,69762.6333106733
2016,2,2016-02,ÑIRIHUAU,0
2016,2,2016-02,NORESTE,0
2016,2,2016-02,NOROESTE,7562.08251724138
2016,3,2016-03,AUSTRAL,28124.1623132325
2016,3,2016-03,CAÑADON ASFALTO,0
2016,3,2016-03,CUYANA,148.179526451613
2016,3,2016-03,DEL COLORADO,0
2016,3,2016-03,GOLFO SAN JORGE,15660.0833377541
2016,3,2016-03,LOS BOLSONES,0
2016,3,2016-03,MALVINAS,0
2016,3,2016-03,NEUQUINA,70745.6948209292
2016,3,2016-03,ÑIRIHUAU,0
2016,3,2016-03,NORESTE,0
2016,3,2016-03,NOROESTE,7322.62258064516
2016,4,2016-04,AUSTRAL,29895.9460268371
2016,4,2016-04,CAÑADON ASFALTO,0
2016,4,2016-04,CUYANA,145.187116666667
2016,4,2016-04,DEL COLORADO,0
2016,4,2016-04,GOLFO SAN JORGE,15783.602561415
2016,4,2016-04,LOS BOLSONES,0
2016,4,2016-04,MALVINAS,0
2016,4,2016-04,NEUQUINA,69802.5945165477
2016,4,2016-04,ÑIRIHUAU,0
2016,4,2016-04,NORESTE,0
2016,4,2016-04,NOROESTE,7292.66593333333
2016,5,2016-05,AUSTRAL,29343.5457564516
2016,5,2016-05,CAÑADON ASFALTO,0
2016,5,2016-05,CUYANA,137.755584516129
2016,5,2016-05,DEL COLORADO,0
2016,5,2016-05,GOLFO SAN JORGE,15567.9610094279
2016,5,2016-05,LOS BOLSONES,0
2016,5,2016-05,MALVINAS,0
2016,5,2016-05,NEUQUINA,71734.9658917431
2016,5,2016-05,ÑIRIHUAU,0
2016,5,2016-05,NORESTE,0
2016,5,2016-05,NOROESTE,7491.33351612903
2016,6,2016-06,AUSTRAL,29749.4179119667
2016,6,2016-06,CAÑADON ASFALTO,0
2016,6,2016-06,CUYANA,137.098732333333
2016,6,2016-06,DEL COLORADO,0
2016,6,2016-06,GOLFO SAN JORGE,15355.5804824403
2016,6,2016-06,LOS BOLSONES,0
2016,6,2016-06,MALVINAS,0
2016,6,2016-06,NEUQUINA,71393.9980633327
2016,6,2016-06,ÑIRIHUAU,0
2016,6,2016-06,NORESTE,0
2016,6,2016-06,NOROESTE,7415.15743333333
2016,7,2016-07,AUSTRAL,30235.8988653226
2016,7,2016-07,CAÑADON ASFALTO,0
2016,7,2016-07,CUYANA,143.058012580645
2016,7,2016-07,DEL COLORADO,0
2016,7,2016-07,GOLFO SAN JORGE,15697.1394289162
2016,7,2016-07,LOS BOLSONES,0
2016,7,2016-07,MALVINAS,0
2016,7,2016-07,NEUQUINA,72175.4631935484
2016,7,2016-07,ÑIRIHUAU,0
2016,7,2016-07,NORESTE,0
2016,7,2016-07,NOROESTE,7374.55458064516
2016,8,2016-08,AUSTRAL,30182.8043007419
2016,8,2016-08,CAÑADON ASFALTO,0
2016,8,2016-08,CUYANA,145.234119354839
2016,8,2016-08,DEL COLORADO,0
2016,8,2016-08,GOLFO SAN JORGE,15548.8201471064
2016,8,2016-08,LOS BOLSONES,0
2016,8,2016-08,MALVINAS,0
2016,8,2016-08,NEUQUINA,71698.3515806448
2016,8,2016-08,ÑIRIHUAU,0
2016,8,2016-08,NORESTE,0
2016,8,2016-08,NOROESTE,7284.29441935484
2016,9,2016-09,AUSTRAL,30065.9893860333
2016,9,2016-09,CAÑADON ASFALTO,0
2016,9,2016-09,CUYANA,144.382142666667
2016,9,2016-09,DEL COLORADO,0
2016,9,2016-09,GOLFO SAN JORGE,15399.7875385972
2016,9,2016-09,LOS BOLSONES,0
2016,9,2016-09,MALVINAS,0
2016,9,2016-09,NEUQUINA,71214.0876999997
2016,9,2016-09,ÑIRIHUAU,0
2016,9,2016-09,NORESTE,0
2016,9,2016-09,NOROESTE,7170.57946666667
2016,10,2016-10,AUSTRAL,29690.0884619355
2016,10,2016-10,CAÑADON ASFALTO,0
2016,10,2016-10,CUYANA,135.426387096774
2016,10,2016-10,DEL COLORADO,0
2016,10,2016-10,GOLFO SAN JORGE,15462.4933025553
2016,10,2016-10,LOS BOLSONES,0
2016,10,2016-10,MALVINAS,0
2016,10,2016-10,MERCEDES,0
2016,10,2016-10,NEUQUINA,72260.9427096778
2016,10,2016-10,ÑIRIHUAU,0
2016,10,2016-10,NORESTE,0
2016,10,2016-10,NOROESTE,7066.45074193548
2016,11,2016-11,AUSTRAL,27837.6258729333
2016,11,2016-11,CAÑADON ASFALTO,0
2016,11,2016-11,CUYANA,134.324054333333
2016,11,2016-11,DEL COLORADO,0
2016,11,2016-11,GOLFO SAN JORGE,15568.7674802023
2016,11,2016-11,LOS BOLSONES,0
2016,11,2016-11,MALVINAS,0
2016,11,2016-11,MERCEDES,0
2016,11,2016-11,NEUQUINA,70660.901333333
2016,11,2016-11,ÑIRIHUAU,0
2016,11,2016-11,NORESTE,0
2016,11,2016-11,NOROESTE,7032.43243333333
2016,12,2016-12,AUSTRAL,28329.5863806774
2016,12,2016-12,CAÑADON ASFALTO,0
2016,12,2016-12,CUYANA,123.409853225806
2016,12,2016-12,DEL COLORADO,0
2016,12,2016-12,GOLFO SAN JORGE,15234.0631866045
2016,12,2016-12,LOS BOLSONES,0
2016,12,2016-12,MALVINAS,0
2016,12,2016-12,MERCEDES,0
2016,12,2016-12,NEUQUINA,70821.6914193552
2016,12,2016-12,ÑIRIHUAU,0
2016,12,2016-12,NORESTE,0
2016,12,2016-12,NOROESTE,6921.15641935484
2017,1,2017-01,AUSTRAL,29363.267942129
2017,1,2017-01,CAÑADON ASFALTO,0
2017,1,2017-01,CUYANA,141.603890967742
2017,1,2017-01,DEL COLORADO,0
2017,1,2017-01,GOLFO SAN JORGE,15179.7363773349
2017,1,2017-01,LOS BOLSONES,0
2017,1,2017-01,MALVINAS,0
2017,1,2017-01,MERCEDES,0
2017,1,2017-01,NEUQUINA,71480.560645161
2017,1,2017-01,ÑIRIHUAU,0
2017,1,2017-01,NORESTE,0
2017,1,2017-01,NOROESTE,6931.32464516129
2017,2,2017-02,AUSTRAL,23288.8763472143
2017,2,2017-02,CAÑADON ASFALTO,0
2017,2,2017-02,CUYANA,132.951662857143
2017,2,2017-02,DEL COLORADO,0
2017,2,2017-02,GOLFO SAN JORGE,15190.4097929929
2017,2,2017-02,LOS BOLSONES,0
2017,2,2017-02,MALVINAS,0
2017,2,2017-02,MERCEDES,0
2017,2,2017-02,NEUQUINA,71393.2294285714
2017,2,2017-02,ÑIRIHUAU,0
2017,2,2017-02,NORESTE,0
2017,2,2017-02,NOROESTE,6918.91232142857
2017,3,2017-03,AUSTRAL,29558.2331484194
2017,3,2017-03,CAÑADON ASFALTO,0
2017,3,2017-03,CUYANA,135.322258064516
2017,3,2017-03,DEL COLORADO,0
2017,3,2017-03,GOLFO SAN JORGE,14930.6756550819
2017,3,2017-03,LOS BOLSONES,0
2017,3,2017-03,MALVINAS,0
2017,3,2017-03,MERCEDES,0
2017,3,2017-03,NEUQUINA,70778.360645161
2017,3,2017-03,ÑIRIHUAU,0
2017,3,2017-03,NORESTE,0
2017,3,2017-03,NOROESTE,6817.33509677419
2017,4,2017-04,AUSTRAL,29669.2296546
2017,4,2017-04,CAÑADON ASFALTO,0
2017,4,2017-04,CUYANA,133.194242333333
2017,4,2017-04,DEL COLORADO,0
2017,4,2017-04,GOLFO SAN JORGE,14378.5565137058
2017,4,2017-04,LOS BOLSONES,0
2017,4,2017-04,MALVINAS,0
2017,4,2017-04,NEUQUINA,72325.435166667
2017,4,2017-04,ÑIRIHUAU,0
2017,4,2017-04,NORESTE,0
2017,4,2017-04,NOROESTE,6780.21866666667
2017,5,2017-05,AUSTRAL,28282.0986305161
2017,5,2017-05,CAÑADON ASFALTO,0
2017,5,2017-05,CUYANA,133.018461374194
2017,5,2017-05,DEL COLORADO,0
2017,5,2017-05,GOLFO SAN JORGE,14880.5766602148
2017,5,2017-05,LOS BOLSONES,0
2017,5,2017-05,MALVINAS,0
2017,5,2017-05,NEUQUINA,72102.4269354839
2017,5,2017-05,ÑIRIHUAU,0
2017,5,2017-05,NORESTE,0
2017,5,2017-05,NOROESTE,6711.69403225806
2017,6,2017-06,AUSTRAL,29303.2256980333
2017,6,2017-06,CAÑADON ASFALTO,0
2017,6,2017-06,CUYANA,125.256527333333
2017,6,2017-06,DEL COLORADO,0
2017,6,2017-06,GOLFO SAN JORGE,14543.6477323137
2017,6,2017-06,LOS BOLSONES,0
2017,6,2017-06,MALVINAS,0
2017,6,2017-06,NEUQUINA,71724.4270000007
2017,6,2017-06,ÑIRIHUAU,0
2017,6,2017-06,NORESTE,0
2017,6,2017-06,NOROESTE,6595.423
2017,7,2017-07,AUSTRAL,30089.585076129
2017,7,2017-07,CAÑADON ASFALTO,0
2017,7,2017-07,CUYANA,126.892397419355
2017,7,2017-07,DEL COLORADO,0
2017,7,2017-07,GOLFO SAN JORGE,14414.9927760988
2017,7,2017-07,LOS BOLSONES,0
2017,7,2017-07,MALVINAS,0
2017,7,2017-07,NEUQUINA,72228.0802258071
2017,7,2017-07,ÑIRIHUAU,0
2017,7,2017-07,NORESTE,0
2017,7,2017-07,NOROESTE,6533.93038709677
2017,8,2017-08,AUSTRAL,30047.5701340323
2017,8,2017-08,CAÑADON ASFALTO,0
2017,8,2017-08,CUYANA,128.7329
2017,8,2017-08,DEL COLORADO,0
2017,8,2017-08,GOLFO SAN JORGE,14571.0850011506
2017,8,2017-08,LOS BOLSONES,0
2017,8,2017-08,MALVINAS,0
2017,8,2017-08,NEUQUINA,72610.8700645168
2017,8,2017-08,ÑIRIHUAU,0
2017,8,2017-08,NORESTE,0
2017,8,2017-08,NOROESTE,6464.23072480645
2017,9,2017-09,AUSTRAL,29691.0857901667
2017,9,2017-09,CAÑADON ASFALTO,0
2017,9,2017-09,CUYANA,136.109040333333
2017,9,2017-09,DEL COLORADO,0
2017,9,2017-09,GOLFO SAN JORGE,14693.5245505133
2017,9,2017-09,LOS BOLSONES,0
2017,9,2017-09,MALVINAS,0
2017,9,2017-09,NEUQUINA,72518.3778333333
2017,9,2017-09,ÑIRIHUAU,0
2017,9,2017-09,NORESTE,0
2017,9,2017-09,NOROESTE,6379.332
2017,10,2017-10,AUSTRAL,31110.8940981935
2017,10,2017-10,CAÑADON ASFALTO,0
2017,10,2017-10,CUYANA,130.945950645161
2017,10,2017-10,DEL COLORADO,0
2017,10,2017-10,GOLFO SAN JORGE,14527.9507197541
2017,10,2017-10,LOS BOLSONES,0
2017,10,2017-10,MALVINAS,0
2017,10,2017-10,NEUQUINA,72719.9363225806
2017,10,2017-10,ÑIRIHUAU,0
2017,10,2017-10,NORESTE,0
2017,10,2017-10,NOROESTE,6332.04929032258
2017,11,2017-11,AUSTRAL,29036.4163761333
2017,11,2017-11,CAÑADON ASFALTO,0
2017,11,2017-11,CUYANA,128.147025
2017,11,2017-11,DEL COLORADO,0
2017,11,2017-11,GOLFO SAN JORGE,14273.6189134076
2017,11,2017-11,LOS BOLSONES,0
2017,11,2017-11,MALVINAS,0
2017,11,2017-11,NEUQUINA,69498.2243
2017,11,2017-11,ÑIRIHUAU,0
2017,11,2017-11,NORESTE,0
2017,11,2017-11,NOROESTE,6258.39223333333
2017,12,2017-12,AUSTRAL,31192.4411625161
2017,12,2017-12,CAÑADON ASFALTO,0
2017,12,2017-12,CUYANA,139.299806451613
2017,12,2017-12,DEL COLORADO,0
2017,12,2017-12,GOLFO SAN JORGE,14276.3880508784
2017,12,2017-12,LOS BOLSONES,0
2017,12,2017-12,MALVINAS,0
2017,12,2017-12,NEUQUINA,71190.9109677419
2017,12,2017-12,ÑIRIHUAU,0
2017,12,2017-12,NORESTE,0
2017,12,2017-12,NOROESTE,6232.20767741935
2018,1,2018-01,AUSTRAL,31333.8338887097
2018,1,2018-01,CAÑADON ASFALTO,0
2018,1,2018-01,CUYANA,143.244182903226
2018,1,2018-01,DEL COLORADO,0
2018,1,2018-01,GOLFO SAN JORGE,14212.4343573855
2018,1,2018-01,LOS BOLSONES,0
2018,1,2018-01,MALVINAS,0
2018,1,2018-01,NEUQUINA,72191.356645161
2018,1,2018-01,ÑIRIHUAU,0
2018,1,2018-01,NOROESTE,6163.96609677419
2018,2,2018-02,AUSTRAL,30035.5989782857
2018,2,2018-02,CAÑADON ASFALTO,0
2018,2,2018-02,CUYANA,142.4440375
2018,2,2018-02,DEL COLORADO,0
2018,2,2018-02,GOLFO SAN JORGE,13908.0204264286
2018,2,2018-02,LOS BOLSONES,0
2018,2,2018-02,MALVINAS,0
2018,2,2018-02,NEUQUINA,74825.5467464286
2018,2,2018-02,ÑIRIHUAU,0
2018,2,2018-02,NOROESTE,5927.21671428571
2018,3,2018-03,AUSTRAL,30506.9570707097
2018,3,2018-03,CAÑADON ASFALTO,0
2018,3,2018-03,CUYANA,139.091495806452
2018,3,2018-03,DEL COLORADO,0
2018,3,2018-03,GOLFO SAN JORGE,13992.0855264516
2018,3,2018-03,LOS BOLSONES,0
2018,3,2018-03,MALVINAS,0
2018,3,2018-03,NEUQUINA,75446.7417741935
2018,3,2018-03,ÑIRIHUAU,0
2018,3,2018-03,NOROESTE,5783.01580645161
2018,4,2018-04,AUSTRAL,31900.5875193
2018,4,2018-04,CAÑADON ASFALTO,0
2018,4,2018-04,CUYANA,141.256576
2018,4,2018-04,DEL COLORADO,0
2018,4,2018-04,GOLFO SAN JORGE,13817.9270163333
2018,4,2018-04,LOS BOLSONES,0
2018,4,2018-04,MALVINAS,0
2018,4,2018-04,NEUQUINA,77774.1554333337
2018,4,2018-04,ÑIRIHUAU,0
2018,4,2018-04,NOROESTE,5614.90193333333
2018,5,2018-05,AUSTRAL,32104.769706871
2018,5,2018-05,CAÑADON ASFALTO,0
2018,5,2018-05,CUYANA,131.390270967742
2018,5,2018-05,DEL COLORADO,0
2018,5,2018-05,GOLFO SAN JORGE,13342.3019709677
2018,5,2018-05,LOS BOLSONES,0
2018,5,2018-05,MALVINAS,0
2018,5,2018-05,NEUQUINA,75834.3479032261
2018,5,2018-05,ÑIRIHUAU,0
2018,5,2018-05,NOROESTE,5860.71209677419
2018,6,2018-06,AUSTRAL,32919.2321784
2018,6,2018-06,CAÑADON ASFALTO,0
2018,6,2018-06,CUYANA,134.257464333333
2018,6,2018-06,DEL COLORADO,0
2018,6,2018-06,GOLFO SAN JORGE,13280.6477463333
2018,6,2018-06,LOS BOLSONES,0
2018,6,2018-06,MALVINAS,0
2018,6,2018-06,NEUQUINA,80026.5962666667
2018,6,2018-06,ÑIRIHUAU,0
2018,6,2018-06,NOROESTE,5868.6196
2018,7,2018-07,AUSTRAL,33174.0820151935
2018,7,2018-07,CAÑADON ASFALTO,0
2018,7,2018-07,CUYANA,134.817518064516
2018,7,2018-07,DEL COLORADO,0
2018,7,2018-07,GOLFO SAN JORGE,13435.6761319355
2018,7,2018-07,LOS BOLSONES,0
2018,7,2018-07,MALVINAS,0
2018,7,2018-07,NEUQUINA,79539.1932903229
2018,7,2018-07,ÑIRIHUAU,0
2018,7,2018-07,NOROESTE,5856.81961290323
2018,8,2018-08,AUSTRAL,33447.3765805806
2018,8,2018-08,CAÑADON ASFALTO,0
2018,8,2018-08,CUYANA,135.283132258065
2018,8,2018-08,DEL COLORADO,0
2018,8,2018-08,GOLFO SAN JORGE,13298.9914764516
2018,8,2018-08,LOS BOLSONES,0
2018,8,2018-08,MALVINAS,0
2018,8,2018-08,NEUQUINA,81050.2107741932
2018,8,2018-08,ÑIRIHUAU,0
2018,8,2018-08,NORESTE,0
2018,8,2018-08,NOROESTE,5873.65722580645
2018,9,2018-09,AUSTRAL,32845.1116965667
2018,9,2018-09,CAÑADON ASFALTO,0
2018,9,2018-09,CUYANA,127.997866666667
2018,9,2018-09,DEL COLORADO,0
2018,9,2018-09,GOLFO SAN JORGE,13588.0319423333
2018,9,2018-09,LOS BOLSONES,0
2018,9,2018-09,MALVINAS,0
2018,9,2018-09,NEUQUINA,79501.9548
2018,9,2018-09,ÑIRIHUAU,0
2018,9,2018-09,NORESTE,0
2018,9,2018-09,NOROESTE,5737.07596666667
2018,10,2018-10,AUSTRAL,33093.7068539355
2018,10,2018-10,CAÑADON ASFALTO,0
2018,10,2018-10,CUYANA,126.615904193548
2018,10,2018-10,DEL COLORADO,0
2018,10,2018-10,GOLFO SAN JORGE,13095.7195548387
2018,10,2018-10,LOS BOLSONES,0
2018,10,2018-10,MALVINAS,0
2018,10,2018-10,NEUQUINA,80382.3368709677
2018,10,2018-10,ÑIRIHUAU,0
2018,10,2018-10,NORESTE,0
2018,10,2018-10,NOROESTE,5666.42409677419
2018,11,2018-11,AUSTRAL,25463.9947127667
2018,11,2018-11,CAÑADON ASFALTO,0
2018,11,2018-11,CUYANA,123.514773
2018,11,2018-11,DEL COLORADO,0
2018,11,2018-11,GOLFO SAN JORGE,13415.1181206667
2018,11,2018-11,LOS BOLSONES,0
2018,11,2018-11,MALVINAS,0
2018,11,2018-11,NEUQUINA,78647.0305333337
2018,11,2018-11,ÑIRIHUAU,0
