anio,mes,indice_tiempo,provincia,produccion_gas_promedio_dia_mm3
2013,1,2013-01,Neuquén,49783.8918387097
2013,1,2013-01,Rio Negro,4441.73683870968
2013,1,2013-01,Salta,9534.208
2013,1,2013-01,San Juan,0
2013,1,2013-01,Santa Cruz,11145.385107871
2013,1,2013-01,Tierra del Fuego,9493.59167741936
2013,2,2013-02,Chubut,8901.103245
2013,2,2013-02,Estado Nacional,14061.1861785714
2013,2,2013-02,Formosa,79.1435714285714
2013,2,2013-02,Jujuy,13.1975
2013,2,2013-02,La Pampa,1051.89096428571
2013,2,2013-02,La Rioja,0
2013,2,2013-02,Mendoza,6646.28582714286
2013,2,2013-02,Neuquén,49842.2256428571
2013,2,2013-02,Rio Negro,4425.37775
2013,2,2013-02,Salta,9392.88660714286
2013,2,2013-02,San Juan,0
2013,2,2013-02,Santa Cruz,11026.0187778571
2013,2,2013-02,Tierra del Fuego,9830.97453571429
2013,3,2013-03,Chubut,9234.99789209677
2013,3,2013-03,Estado Nacional,11784.6122258065
2013,3,2013-03,Formosa,74.281935483871
2013,3,2013-03,Jujuy,13.1535483870968
2013,3,2013-03,La Pampa,1073.8335483871
2013,3,2013-03,La Rioja,0
2013,3,2013-03,Mendoza,6571.12279387097
2013,3,2013-03,Neuquén,49127.3043870968
2013,3,2013-03,Rio Negro,4375.83332258065
2013,3,2013-03,Salta,9333.38596774194
2013,3,2013-03,San Juan,0
2013,3,2013-03,Santa Cruz,10734.1045006452
2013,3,2013-03,Tierra del Fuego,9281.93916129032
2013,4,2013-04,Chubut,9479.49003433333
2013,4,2013-04,Estado Nacional,13021.7773333333
2013,4,2013-04,Formosa,69.7756666666667
2013,4,2013-04,Jujuy,12.6996666666667
2013,4,2013-04,La Pampa,1085.83473333333
2013,4,2013-04,La Rioja,0
2013,4,2013-04,Mendoza,6678.33704233333
2013,4,2013-04,Neuquén,49103.1946666667
2013,4,2013-04,Rio Negro,4415.475
2013,4,2013-04,Salta,8752.5655
2013,4,2013-04,San Juan,0
2013,4,2013-04,Santa Cruz,10542.494545
2013,4,2013-04,Tierra del Fuego,9352.66656666666
2013,5,2013-05,Chubut,9553.62794746884
2013,5,2013-05,Estado Nacional,14044.0280967742
2013,5,2013-05,Formosa,78.6864193548387
2013,5,2013-05,Jujuy,12.4638709677419
2013,5,2013-05,La Pampa,1251.45474193548
2013,5,2013-05,La Rioja,0
2013,5,2013-05,Mendoza,6741.14299774194
2013,5,2013-05,Neuquén,49315.1223225806
2013,5,2013-05,Rio Negro,4379.97609677419
2013,5,2013-05,Salta,9081.08638709678
2013,5,2013-05,San Juan,0
2013,5,2013-05,Santa Cruz,10611.4126651613
2013,5,2013-05,Tierra del Fuego,9377.93074193548
2013,6,2013-06,Chubut,9259.7783481804
2013,6,2013-06,Estado Nacional,14021.4790333333
2013,6,2013-06,Formosa,76.554
2013,6,2013-06,Jujuy,11.9246666666667
2013,6,2013-06,La Pampa,1267.69166666667
2013,6,2013-06,La Rioja,0
2013,6,2013-06,Mendoza,6757.42749366633
2013,6,2013-06,Neuquén,49558.4556333333
2013,6,2013-06,Rio Negro,4442.66286666667
2013,6,2013-06,Salta,8769.7667
2013,6,2013-06,San Juan,0
2013,6,2013-06,Santa Cruz,10979.6794916667
2013,6,2013-06,Tierra del Fuego,9897.09023333333
2013,7,2013-07,Chubut,9105.00895822923
2013,7,2013-07,Estado Nacional,13955.9819032258
2013,7,2013-07,Formosa,71.4593870967742
2013,7,2013-07,Jujuy,11.2722580645161
2013,7,2013-07,La Pampa,1223.855
2013,7,2013-07,La Rioja,0
2013,7,2013-07,Mendoza,6830.90485161258
2013,7,2013-07,Neuquén,49532.0772903226
2013,7,2013-07,Rio Negro,4568.21787096774
2013,7,2013-07,Salta,8565.61635483871
2013,7,2013-07,San Juan,0
2013,7,2013-07,Santa Cruz,10803.8173280645
2013,7,2013-07,Tierra del Fuego,9797.30916129032
2013,8,2013-08,Chubut,9189.05325025574
2013,8,2013-08,Estado Nacional,13992.1461290323
2013,8,2013-08,Formosa,71.6729032258065
2013,8,2013-08,Jujuy,11.2225806451613
2013,8,2013-08,La Pampa,1258.33025806452
2013,8,2013-08,La Rioja,0
2013,8,2013-08,Mendoza,6982.8495816129
2013,8,2013-08,Neuquén,50044.6864193548
2013,8,2013-08,Rio Negro,4646.651
2013,8,2013-08,Salta,8495.63990322581
2013,8,2013-08,San Juan,0
2013,8,2013-08,Santa Cruz,10719.3538864516
2013,8,2013-08,Tierra del Fuego,9859.17519354839
2013,9,2013-09,Chubut,9273.80272859037
2013,9,2013-09,Estado Nacional,13869.0795666667
2013,9,2013-09,Formosa,73.556
2013,9,2013-09,Jujuy,10.9963333333333
2013,9,2013-09,La Pampa,1349.2446
2013,9,2013-09,La Rioja,0
2013,9,2013-09,Mendoza,7017.356239
2013,9,2013-09,Neuquén,49772.6164666667
2013,9,2013-09,Rio Negro,4835.1096
2013,9,2013-09,Salta,8574.17166666667
2013,9,2013-09,San Juan,0
2013,9,2013-09,Santa Cruz,10717.0740686667
2013,9,2013-09,Tierra del Fuego,9888.89106666667
2013,10,2013-10,Chubut,9226.62789685135
2013,10,2013-10,Córdoba,0
2013,10,2013-10,Estado Nacional,13746.1843225806
2013,10,2013-10,Formosa,74.8938709677419
2013,10,2013-10,Jujuy,11.2954838709677
2013,10,2013-10,La Pampa,1365.14893548387
2013,10,2013-10,La Rioja,0
2013,10,2013-10,Mendoza,7039.21208741968
2013,10,2013-10,Neuquén,49645.9965483871
2013,10,2013-10,Rio Negro,4850.36251612903
2013,10,2013-10,Salta,8490.97741935484
2013,10,2013-10,San Juan,0
2013,10,2013-10,Santa Cruz,10817.9122341935
2013,10,2013-10,Tierra del Fuego,9306.19180645161
2013,11,2013-11,Chubut,9248.14984985393
2013,11,2013-11,Córdoba,0
2013,11,2013-11,Estado Nacional,13276.7325333333
2013,11,2013-11,Formosa,74.6353333333333
2013,11,2013-11,Jujuy,11.8493333333333
2013,11,2013-11,La Pampa,1310.6433
2013,11,2013-11,La Rioja,0
2013,11,2013-11,Mendoza,6906.06989133333
2013,11,2013-11,Neuquén,50098.084
2013,11,2013-11,Rio Negro,4678.42863333333
2013,11,2013-11,Salta,8662.93206666667
2013,11,2013-11,San Juan,0
2013,11,2013-11,Santa Cruz,10860.9662323333
2013,11,2013-11,Tierra del Fuego,9561.1949
2013,12,2013-12,Chubut,9193.04486252029
2013,12,2013-12,Córdoba,0
2013,12,2013-12,Estado Nacional,13465.2040322581
2013,12,2013-12,Formosa,75.3732258064516
2013,12,2013-12,Jujuy,11.57
2013,12,2013-12,La Pampa,1308.37241935516
2013,12,2013-12,La Rioja,0
2013,12,2013-12,Mendoza,6821.68042419355
2013,12,2013-12,Neuquén,49713.5718387097
2013,12,2013-12,Rio Negro,4582.15158064516
2013,12,2013-12,Salta,8516.38435483871
2013,12,2013-12,San Juan,0
2013,12,2013-12,Santa Cruz,10295.2408683871
2013,12,2013-12,Tierra del Fuego,9465.16983870968
2014,1,2014-01,Chubut,9157.98928111807
2014,1,2014-01,Córdoba,0
2014,1,2014-01,Estado Nacional,13416.838483871
2014,1,2014-01,Formosa,73.8359032258064
2014,1,2014-01,Jujuy,11.6661290322581
2014,1,2014-01,La Pampa,1239.58441935484
2014,1,2014-01,La Rioja,0
2014,1,2014-01,Mendoza,6734.25107193548
2014,1,2014-01,Neuquén,50338.9007419355
2014,1,2014-01,Rio Negro,4574.89690322581
2014,1,2014-01,Salta,8414.35196774194
2014,1,2014-01,San Juan,0
2014,1,2014-01,Santa Cruz,10515.0790745161
2014,1,2014-01,Tierra del Fuego,9722.34393548387
2014,2,2014-02,Chubut,9254.05489418471
2014,2,2014-02,Córdoba,0
2014,2,2014-02,Estado Nacional,13351.5852142857
2014,2,2014-02,Formosa,73.1821428571428
2014,2,2014-02,Jujuy,11.6139285714286
2014,2,2014-02,La Pampa,1261.96642857143
2014,2,2014-02,La Rioja,0
2014,2,2014-02,Mendoza,6948.22962535679
2014,2,2014-02,Neuquén,50079.3243571429
2014,2,2014-02,Rio Negro,4607.29321428571
2014,2,2014-02,Salta,8254.64842857143
2014,2,2014-02,San Juan,0
2014,2,2014-02,Santa Cruz,10551.6900696429
2014,2,2014-02,Tierra del Fuego,9594.24971428572
2014,3,2014-03,Chubut,9333.85920244519
2014,3,2014-03,Córdoba,0
2014,3,2014-03,Estado Nacional,13409.5328387097
2014,3,2014-03,Formosa,69.6838709677419
2014,3,2014-03,Jujuy,11.4974193548387
2014,3,2014-03,La Pampa,1310.96419354839
2014,3,2014-03,La Rioja,0
2014,3,2014-03,Mendoza,6579.91638290323
2014,3,2014-03,Neuquén,48465.1402903226
2014,3,2014-03,Rio Negro,4622.73941935484
2014,3,2014-03,Salta,8124.64703225806
2014,3,2014-03,San Juan,0
2014,3,2014-03,Santa Cruz,10688.27105
2014,3,2014-03,Tierra del Fuego,9575.27667741936
2014,4,2014-04,Chubut,9304.90859493137
2014,4,2014-04,Córdoba,0
2014,4,2014-04,Estado Nacional,11099.0816333333
2014,4,2014-04,Formosa,69.5743333333333
2014,4,2014-04,Jujuy,11.948
2014,4,2014-04,La Pampa,1313.13083333333
2014,4,2014-04,La Rioja,0
2014,4,2014-04,Mendoza,5946.633111
2014,4,2014-04,Neuquén,49456.5996
2014,4,2014-04,Rio Negro,4547.34276666667
2014,4,2014-04,Salta,7888.89423333333
2014,4,2014-04,San Juan,0
2014,4,2014-04,Santa Cruz,10426.413429
2014,4,2014-04,Tierra del Fuego,8470.04276666667
2014,5,2014-05,Chubut,9206.57622544039
2014,5,2014-05,Córdoba,0
2014,5,2014-05,Estado Nacional,13620.586
2014,5,2014-05,Formosa,68.6564516129032
2014,5,2014-05,Jujuy,12.1829032258065
2014,5,2014-05,La Pampa,1280.73451612903
2014,5,2014-05,La Rioja,0
2014,5,2014-05,Mendoza,6027.40037870968
2014,5,2014-05,Neuquén,51525.3112909677
2014,5,2014-05,Rio Negro,4750.22316129032
2014,5,2014-05,Salta,7898.02903225806
2014,5,2014-05,San Juan,0
2014,5,2014-05,Santa Cruz,10453.0766670968
2014,5,2014-05,Tierra del Fuego,9479.24506451613
2014,6,2014-06,Chubut,9200.46595654787
2014,6,2014-06,Córdoba,0
2014,6,2014-06,Estado Nacional,13301.5579
2014,6,2014-06,Formosa,66.4713333333333
2014,6,2014-06,Jujuy,12.2893333333333
2014,6,2014-06,La Pampa,1377.12726666667
2014,6,2014-06,La Rioja,0
2014,6,2014-06,Mendoza,6302.691216667
2014,6,2014-06,Neuquén,51517.607593
2014,6,2014-06,Rio Negro,4680.6685
2014,6,2014-06,Salta,7836.68446666667
2014,6,2014-06,San Juan,0
2014,6,2014-06,Santa Cruz,10574.0155733333
2014,6,2014-06,Tierra del Fuego,9613.80533333333
2014,7,2014-07,Chubut,9508.44835760561
2014,7,2014-07,Córdoba,0
2014,7,2014-07,Estado Nacional,13520.0246129032
2014,7,2014-07,Formosa,69.296064516129
2014,7,2014-07,Jujuy,11.7545161290323
2014,7,2014-07,La Pampa,1410.42322580645
2014,7,2014-07,La Rioja,0
2014,7,2014-07,Mendoza,6385.97543871
2014,7,2014-07,Neuquén,52129.3719083871
2014,7,2014-07,Rio Negro,4507.79406451613
2014,7,2014-07,Salta,7714.24303225806
2014,7,2014-07,San Juan,0
2014,7,2014-07,Santa Cruz,10375.6401283871
2014,7,2014-07,Tierra del Fuego,9669.43587096774
2014,8,2014-08,Chubut,9638.98489235265
2014,8,2014-08,Córdoba,0
2014,8,2014-08,Estado Nacional,13177.7652580645
2014,8,2014-08,Formosa,73.181
2014,8,2014-08,Jujuy,12.3022580645161
2014,8,2014-08,La Pampa,1359.91090322581
2014,8,2014-08,La Rioja,0
2014,8,2014-08,Mendoza,6357.52236741935
2014,8,2014-08,Neuquén,52688.3374432258
2014,8,2014-08,Rio Negro,4538.38106451613
2014,8,2014-08,Salta,7652.14596774194
2014,8,2014-08,San Juan,0
2014,8,2014-08,Santa Cruz,10018.521746129
2014,8,2014-08,Tierra del Fuego,9285.42351612903
2014,9,2014-09,Chubut,9572.8088071973
2014,9,2014-09,Córdoba,0
2014,9,2014-09,Estado Nacional,13434.9797666667
2014,9,2014-09,Formosa,90.1995333333333
2014,9,2014-09,Jujuy,12.0653333333333
2014,9,2014-09,La Pampa,1359.51653333333
2014,9,2014-09,La Rioja,0
2014,9,2014-09,Mendoza,6452.52292566667
2014,9,2014-09,Neuquén,52669.7035333333
2014,9,2014-09,Rio Negro,4536.0604
2014,9,2014-09,Salta,7645.1122
2014,9,2014-09,San Juan,0
2014,9,2014-09,Santa Cruz,10341.726169
2014,9,2014-09,Tierra del Fuego,9073.01936666667
2014,10,2014-10,Chubut,9492.56787433258
2014,10,2014-10,Córdoba,0
2014,10,2014-10,Estado Nacional,11115.2312258065
2014,10,2014-10,Formosa,89.3778064516129
2014,10,2014-10,Jujuy,11.3806451612903
2014,10,2014-10,La Pampa,1327.18064516129
2014,10,2014-10,La Rioja,0
2014,10,2014-10,Mendoza,6494.79791129032
2014,10,2014-10,Neuquén,52450.0146354839
2014,10,2014-10,Rio Negro,4402.14425806452
2014,10,2014-10,Salta,7548.52216129032
2014,10,2014-10,San Juan,0
2014,10,2014-10,Santa Cruz,10330.9886306452
2014,10,2014-10,Tierra del Fuego,9070.65319354839
2014,11,2014-11,Chubut,9179.49565170587
2014,11,2014-11,Córdoba,0
2014,11,2014-11,Estado Nacional,12999.6875333333
2014,11,2014-11,Formosa,83.046
2014,11,2014-11,Jujuy,12.5423333333333
2014,11,2014-11,La Pampa,1310.39590000033
2014,11,2014-11,La Rioja,0
2014,11,2014-11,Mendoza,6277.479233
2014,11,2014-11,Neuquén,53199.96935
2014,11,2014-11,Rio Negro,4300.2973
2014,11,2014-11,Salta,7488.5023
2014,11,2014-11,San Juan,0
2014,11,2014-11,Santa Cruz,10043.275764
2014,11,2014-11,Tierra del Fuego,9086.501
2014,12,2014-12,Chubut,9483.67014912287
2014,12,2014-12,Córdoba,0
2014,12,2014-12,Estado Nacional,12955.1182580645
2014,12,2014-12,Formosa,73.3922580645161
2014,12,2014-12,Jujuy,11.8974193548387
2014,12,2014-12,La Pampa,1241.70441935484
2014,12,2014-12,La Rioja,0
2014,12,2014-12,Mendoza,6721.34690548387
2014,12,2014-12,Neuquén,53159.8932483871
2014,12,2014-12,Rio Negro,4312.7514516129
2014,12,2014-12,Salta,7636.72303225806
2014,12,2014-12,San Juan,0
2014,12,2014-12,Santa Cruz,9786.01118064516
2014,12,2014-12,Tierra del Fuego,9103.87677419355
2015,1,2015-01,Chubut,9643.21394027203
2015,1,2015-01,Estado Nacional,12970.1336774194
2015,1,2015-01,Formosa,74.4372258064516
2015,1,2015-01,Jujuy,11.9464516129032
2015,1,2015-01,La Pampa,1267.49764516129
2015,1,2015-01,La Rioja,0
2015,1,2015-01,Mendoza,6594.25151290323
2015,1,2015-01,Neuquén,53601.4606322581
2015,1,2015-01,Rio Negro,4242.70129032258
2015,1,2015-01,Salta,7823.78009677419
2015,1,2015-01,San Juan,0
2015,1,2015-01,Santa Cruz,10612.3049525806
2015,1,2015-01,Tierra del Fuego,9139.14612903226
2015,2,2015-02,Chubut,9769.78362901029
2015,2,2015-02,Estado Nacional,12303.7747142857
2015,2,2015-02,Formosa,76.4027857142857
2015,2,2015-02,Jujuy,12.2546428571429
2015,2,2015-02,La Pampa,1316.77835714286
2015,2,2015-02,La Rioja,0
2015,2,2015-02,Mendoza,6723.18939892857
2015,2,2015-02,Neuquén,53877.7988321429
2015,2,2015-02,Rio Negro,4165.35396428571
2015,2,2015-02,Salta,7740.26171428571
2015,2,2015-02,San Juan,0
2015,2,2015-02,Santa Cruz,10474.8217375
2015,2,2015-02,Tierra del Fuego,8874.35667857143
2015,3,2015-03,Chubut,9658.88157685061
2015,3,2015-03,Estado Nacional,12746.1761290323
2015,3,2015-03,Formosa,77.5993225806452
2015,3,2015-03,Jujuy,11.8706451612903
2015,3,2015-03,La Pampa,1326.78606451613
2015,3,2015-03,La Rioja,0
2015,3,2015-03,Mendoza,6819.43550099226
2015,3,2015-03,Neuquén,54783.9427258065
2015,3,2015-03,Rio Negro,4107.23693548387
2015,3,2015-03,Salta,7638.735
2015,3,2015-03,San Juan,0
2015,3,2015-03,Santa Cruz,10523.2604536161
2015,3,2015-03,Tierra del Fuego,8829.01396774194
2015,4,2015-04,Chubut,9773.14500326593
2015,4,2015-04,Estado Nacional,14037.5188666667
2015,4,2015-04,Formosa,79.7296666666667
2015,4,2015-04,Jujuy,11.7786666666667
2015,4,2015-04,La Pampa,1347.24786666667
2015,4,2015-04,La Rioja,0
2015,4,2015-04,Mendoza,6636.78512233333
2015,4,2015-04,Neuquén,54907.4012166667
2015,4,2015-04,Rio Negro,4166.40536666667
2015,4,2015-04,Salta,7773.14063333333
2015,4,2015-04,San Juan,0
2015,4,2015-04,Santa Cruz,10624.237222
2015,4,2015-04,Tierra del Fuego,7830.8057
2015,5,2015-05,Chubut,9521.15252705568
2015,5,2015-05,Estado Nacional,14068.3424193548
2015,5,2015-05,Formosa,79.9406451612903
2015,5,2015-05,Jujuy,11.5635483870968
2015,5,2015-05,La Pampa,1363.02919354871
2015,5,2015-05,La Rioja,0
2015,5,2015-05,Mendoza,6730.06724951613
2015,5,2015-05,Neuquén,55313.0511930645
2015,5,2015-05,Rio Negro,4297.8124516129
2015,5,2015-05,Salta,7833.97093548387
2015,5,2015-05,San Juan,0
2015,5,2015-05,Santa Cruz,10447.2796467742
2015,5,2015-05,Tierra del Fuego,8717.71141935484
2015,6,2015-06,Chubut,9536.0759906179
2015,6,2015-06,Estado Nacional,13760.1710666667
2015,6,2015-06,Formosa,74.6314666666667
2015,6,2015-06,Jujuy,10.7133333333333
2015,6,2015-06,La Pampa,1324.84156666667
2015,6,2015-06,La Rioja,0
2015,6,2015-06,Mendoza,6797.42470466667
2015,6,2015-06,Neuquén,55328.1430666667
2015,6,2015-06,Rio Negro,4275.19503333333
2015,6,2015-06,Salta,7765.95946666667
2015,6,2015-06,San Juan,0
2015,6,2015-06,Santa Cruz,10326.0513836667
2015,6,2015-06,Tierra del Fuego,8804.11656666667
2015,7,2015-07,Chubut,9542.98874980997
2015,7,2015-07,Estado Nacional,13114.1914193548
2015,7,2015-07,Formosa,100.396387096774
2015,7,2015-07,Jujuy,11.5248387096774
2015,7,2015-07,La Pampa,1302.02819354839
2015,7,2015-07,La Rioja,0
2015,7,2015-07,Mendoza,6924.88227838645
2015,7,2015-07,Neuquén,55852.1979354839
2015,7,2015-07,Rio Negro,4156.49619354839
2015,7,2015-07,Salta,7633.38135483871
2015,7,2015-07,San Juan,0
2015,7,2015-07,Santa Cruz,10268.0946464516
2015,7,2015-07,Tierra del Fuego,8419.12693548387
2015,8,2015-08,Chubut,9950.36618104806
2015,8,2015-08,Estado Nacional,14652.5523548387
2015,8,2015-08,Formosa,141.989903225806
2015,8,2015-08,Jujuy,11.2035483870968
2015,8,2015-08,La Pampa,1325.1105483871
2015,8,2015-08,La Rioja,0
2015,8,2015-08,Mendoza,6870.19260193516
2015,8,2015-08,Neuquén,56467.0451290323
2015,8,2015-08,Rio Negro,4200.21841935484
2015,8,2015-08,Salta,7775.58880645161
2015,8,2015-08,San Juan,0
2015,8,2015-08,Santa Cruz,10090.7107032258
2015,8,2015-08,Tierra del Fuego,8377.36409677419
2015,9,2015-09,Chubut,10112.5479312263
2015,9,2015-09,Estado Nacional,14420.5025333333
2015,9,2015-09,Formosa,131.560233333333
2015,9,2015-09,Jujuy,10.7686666666667
2015,9,2015-09,La Pampa,1304.55283333367
2015,9,2015-09,La Rioja,0
2015,9,2015-09,Mendoza,7240.64070113497
2015,9,2015-09,Neuquén,55160.8277666667
2015,9,2015-09,Rio Negro,4448.4031
2015,9,2015-09,Salta,7650.969
2015,9,2015-09,San Juan,0
2015,9,2015-09,Santa Cruz,9792.75869626667
2015,9,2015-09,Tierra del Fuego,7703.6460190241
2015,10,2015-10,Chubut,10279.2169544113
2015,10,2015-10,Estado Nacional,14729.6979032258
2015,10,2015-10,Formosa,131.385193548387
2015,10,2015-10,Jujuy,11.0122580645161
2015,10,2015-10,La Pampa,1192.97803225839
2015,10,2015-10,La Rioja,0
2015,10,2015-10,Mendoza,6585.19194427074
2015,10,2015-10,Neuquén,55868.2465965484
2015,10,2015-10,Rio Negro,4139.24896774194
2015,10,2015-10,Salta,7649.34316129032
2015,10,2015-10,San Juan,0
2015,10,2015-10,Santa Cruz,10711.5568529355
2015,10,2015-10,Tierra del Fuego,8269.49216076719
2015,11,2015-11,Chubut,10175.0558731068
2015,11,2015-11,Estado Nacional,14342.9956
2015,11,2015-11,Formosa,134.3551
2015,11,2015-11,Jujuy,11.411
2015,11,2015-11,La Pampa,1191.23733333333
2015,11,2015-11,La Rioja,0
2015,11,2015-11,Mendoza,6588.65783393653
2015,11,2015-11,Neuquén,55617.2270666667
2015,11,2015-11,Rio Negro,4322.23903333333
2015,11,2015-11,Salta,7534.12603333333
2015,11,2015-11,San Juan,0
2015,11,2015-11,Santa Cruz,10600.6771882667
2015,11,2015-11,Tierra del Fuego,8045.59343333333
2015,12,2015-12,Chubut,10098.8021817537
2015,12,2015-12,Estado Nacional,10998.9589032258
2015,12,2015-12,Formosa,106.989
2015,12,2015-12,Jujuy,11.1274193548387
2015,12,2015-12,La Pampa,1133.30080645129
2015,12,2015-12,La Rioja,0
2015,12,2015-12,Mendoza,6475.97958123655
2015,12,2015-12,Neuquén,57189.1755483871
2015,12,2015-12,Rio Negro,4526.52609677419
2015,12,2015-12,Salta,7610.88122580645
2015,12,2015-12,San Juan,0
2015,12,2015-12,Santa Cruz,10835.7201503548
2015,12,2015-12,Tierra del Fuego,6730.77535999739
2016,1,2016-01,Chubut,9954.40911343849
2016,1,2016-01,Estado Nacional,14394.7770322581
2016,1,2016-01,Formosa,106.772290322581
2016,1,2016-01,Jujuy,10.2867741935484
2016,1,2016-01,La Pampa,1128.25995443065
2016,1,2016-01,La Rioja,0
2016,1,2016-01,Mendoza,6352.53745436955
2016,1,2016-01,Neuquén,57269.5401612903
2016,1,2016-01,Rio Negro,4491.58061290323
2016,1,2016-01,Salta,7539.253
2016,1,2016-01,San Juan,0
2016,1,2016-01,Santa Cruz,10861.7611973606
2016,1,2016-01,Tierra del Fuego,7613.77559313906
2016,2,2016-02,Chubut,9795.0820062469
2016,2,2016-02,Estado Nacional,14380.5070689655
2016,2,2016-02,Formosa,97.8803448275862
2016,2,2016-02,Jujuy,9.58431034482759
2016,2,2016-02,La Pampa,1193.1462032031
2016,2,2016-02,La Rioja,0
2016,2,2016-02,Mendoza,6619.64605609093
2016,2,2016-02,Neuquén,57594.2855862069
2016,2,2016-02,Rio Negro,4498.08955172414
2016,2,2016-02,Salta,7454.61786206897
2016,2,2016-02,San Juan,0
2016,2,2016-02,Santa Cruz,10685.6019088276
2016,2,2016-02,Tierra del Fuego,7792.12008308855
2016,3,2016-03,Chubut,9655.84723872184
2016,3,2016-03,Estado Nacional,13074.840916129
2016,3,2016-03,Formosa,95.792
2016,3,2016-03,Jujuy,10.2235483870968
2016,3,2016-03,La Pampa,1222.68354188161
2016,3,2016-03,La Rioja,0
2016,3,2016-03,Mendoza,6711.02912807981
2016,3,2016-03,Neuquén,58400.8821612903
2016,3,2016-03,Rio Negro,4559.27951612903
2016,3,2016-03,Salta,7216.60703225806
2016,3,2016-03,San Juan,0
2016,3,2016-03,Santa Cruz,10813.2845333871
2016,3,2016-03,Tierra del Fuego,10240.2729627486
2016,4,2016-04,Chubut,9834.14149474833
2016,4,2016-04,Estado Nacional,14602.8485
2016,4,2016-04,Formosa,90.9878
2016,4,2016-04,Jujuy,9.63433333333333
2016,4,2016-04,La Pampa,1160.911363497
2016,4,2016-04,La Rioja,0
2016,4,2016-04,Mendoza,6317.34676971737
2016,4,2016-04,Neuquén,57981.1313
2016,4,2016-04,Rio Negro,4488.3922
2016,4,2016-04,Salta,7192.0438
2016,4,2016-04,San Juan,0
2016,4,2016-04,Santa Cruz,10860.2725413333
2016,4,2016-04,Tierra del Fuego,10382.2860521704
2016,5,2016-05,Chubut,9809.64116233116
2016,5,2016-05,Estado Nacional,13696.3204193548
2016,5,2016-05,Formosa,81.2245161290323
2016,5,2016-05,Jujuy,10.8422580645161
2016,5,2016-05,La Pampa,1112.5411860371
2016,5,2016-05,La Rioja,0
2016,5,2016-05,Mendoza,6393.87583860926
2016,5,2016-05,Neuquén,59818.9449677419
2016,5,2016-05,Rio Negro,4547.35948387097
2016,5,2016-05,Salta,7399.26674193548
2016,5,2016-05,San Juan,0
2016,5,2016-05,Santa Cruz,10593.5306680645
2016,5,2016-05,Tierra del Fuego,10812.014516129
2016,6,2016-06,Chubut,9675.76070410693
2016,6,2016-06,Estado Nacional,14356.0267
2016,6,2016-06,Formosa,93.3232
2016,6,2016-06,Jujuy,10.504
2016,6,2016-06,La Pampa,1050.38246666667
2016,6,2016-06,La Rioja,0
2016,6,2016-06,Mendoza,6425.473165666
2016,6,2016-06,Neuquén,59439.0319633333
2016,6,2016-06,Rio Negro,4616.2092
2016,6,2016-06,Salta,7311.33023333333
2016,6,2016-06,San Juan,0
2016,6,2016-06,Santa Cruz,10238.6980236333
2016,6,2016-06,Tierra del Fuego,10834.5129666667
2016,7,2016-07,Chubut,9788.97943633558
2016,7,2016-07,Estado Nacional,14049.9120322581
2016,7,2016-07,Formosa,81.1562580645161
2016,7,2016-07,Jujuy,10.1135483870968
2016,7,2016-07,La Pampa,1109.11103225806
2016,7,2016-07,La Rioja,0
2016,7,2016-07,Mendoza,6343.85804483871
2016,7,2016-07,Neuquén,60331.6777419355
2016,7,2016-07,Rio Negro,4533.87438709677
2016,7,2016-07,Salta,7283.28477419355
2016,7,2016-07,San Juan,0
2016,7,2016-07,Santa Cruz,10702.1349546774
2016,7,2016-07,Tierra del Fuego,11392.0118709677
2016,8,2016-08,Chubut,9749.72384097732
2016,8,2016-08,Estado Nacional,13674.5019354839
2016,8,2016-08,Formosa,74.2037741935484
2016,8,2016-08,Jujuy,10.5541935483871
2016,8,2016-08,La Pampa,1054.57716129
2016,8,2016-08,La Rioja,0
2016,8,2016-08,Mendoza,6243.97357096774
2016,8,2016-08,Neuquén,59891.6470645161
2016,8,2016-08,Rio Negro,4653.38790322581
2016,8,2016-08,Salta,7199.5364516129
2016,8,2016-08,San Juan,0
2016,8,2016-08,Santa Cruz,10483.7451875161
2016,8,2016-08,Tierra del Fuego,11823.653483871
2016,9,2016-09,Chubut,9626.70308526383
2016,9,2016-09,Estado Nacional,12038.9671666667
2016,9,2016-09,Formosa,63.919
2016,9,2016-09,Jujuy,10.8943333333333
2016,9,2016-09,La Pampa,1041.29886666667
2016,9,2016-09,La Rioja,0
2016,9,2016-09,Mendoza,6027.941709333
2016,9,2016-09,Neuquén,59588.6227
2016,9,2016-09,Rio Negro,4700.60656666667
2016,9,2016-09,Salta,7095.76613333333
2016,9,2016-09,San Juan,0
2016,9,2016-09,Santa Cruz,10231.3578060333
2016,9,2016-09,Tierra del Fuego,13568.7488666667
2016,10,2016-10,Chubut,9504.4505928779
2016,10,2016-10,Estado Nacional,12794.9617096774
2016,10,2016-10,Formosa,74.2102580645161
2016,10,2016-10,Jujuy,10.9506451612903
2016,10,2016-10,La Pampa,1018.87609677419
2016,10,2016-10,La Rioja,0
2016,10,2016-10,Mendoza,6069.04319354871
2016,10,2016-10,Neuquén,60664.122516129
2016,10,2016-10,Rio Negro,4644.32729032258
2016,10,2016-10,Salta,6981.28983870968
2016,10,2016-10,San Juan,0
2016,10,2016-10,Santa Cruz,10443.0370103226
2016,10,2016-10,Tierra del Fuego,12410.1324516129
2016,11,2016-11,Chubut,9637.4149764423
2016,11,2016-11,Estado Nacional,12997.8102666667
