periodo_str,producto,total_cuenca,total_empresa,total_provincia,diff_cuenca_vs_provincia_pct,diff_empresa_vs_provincia_pct
2015-10,gas,119567.37002506245,119567.37002506254,119567.37002506248,-2.4340947242239466e-14,4.868189448447893e-14
2015-11,gas,118563.57549531,118563.57549531003,118563.57549531005,-4.9094049897111856e-14,-2.4547024948555928e-14
2015-12,gas,115718.23627334215,115718.23627334218,115718.23627334212,2.515059976198265e-14,5.03011995239653e-14
2016-01,gas,119722.95318370614,119722.95318370611,119722.95318370611,2.4309315534570892e-14,0.0
2016-02,gas,120120.56098159488,120120.56098159491,120120.560981595,-9.691539972475828e-14,-7.26865497935687e-14
2016-03,gas,122000.74257901257,122000.7425790125,122000.74257901244,1.0734954090175491e-13,4.771090706744662e-14
2016-04,gas,122919.9961547998,122919.99615479977,122919.99615479974,4.7354102452267716e-14,2.3677051226133858e-14
2016-05,gas,124275.56175826775,124275.56175826785,124275.56175826772,2.3418788090730563e-14,1.0538454640828752e-13
2016-06,gas,124051.25262340637,124051.25262340634,124051.25262340622,1.17305669395725e-13,9.384453551657998e-14
2016-07,gas,125626.114081013,125626.11408101287,125626.11408101299,1.1583511386002676e-14,-9.266809108802141e-14
2016-08,gas,124859.50456720278,124859.5045672028,124859.5045672028,-2.330926312547494e-14,0.0
2016-09,gas,123994.82623396354,123994.82623396353,123994.82623396354,0.0,-1.1735905174711978e-14
2016-10,gas,124615.40160320084,124615.40160320087,124615.40160320076,5.838730622841841e-14,8.174222871978577e-14
2016-11,gas,121234.05117413527,121234.05117413527,121234.05117413524,2.4006316851467946e-14,2.4006316851467946e-14
2016-12,gas,121429.90725921774,121429.90725921786,121429.9072592177,3.5951395064403843e-14,1.3182178190281409e-13
2017-01,gas,123096.49350075393,123096.49350075393,123096.49350075402,-7.092930829070796e-14,-7.092930829070796e-14
2017-02,gas,116924.37955306431,116924.37955306431,116924.37955306437,-4.978231326602912e-14,-4.978231326602912e-14
2017-03,gas,122219.92680350099,122219.92680350094,122219.92680350099,0.0,-3.571900820664707e-14
2017-04,gas,123286.6342439728,123286.63424397283,123286.63424397273,5.901659704477767e-14,8.262323586268873e-14
2017-05,gas,122109.81471984705,122109.81471984697,122109.81471984701,3.575121769307296e-14,-3.575121769307296e-14
